nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento
6.9,5.1,5.6,3.6,5,20112,1411174,Introdução à Computação,112718,A,dsc
7.6,7.75,7.45,-1,7.6,20112,1411174,Introdução à Computação,112645,A,dsc
7.6,5,6.5,8.2,7.1,20112,1411174,Introdução à Computação,11240,A,dsc
5.2,2.3,7.1,5.1,5,20112,1411174,Introdução à Computação,112734,A,dsc
8,8.5,8,-1,8.2,20111,1411265,TECC (Redes Ad Hoc Sem Fio),081165,A,dsc
8,8.5,8,-1,8.2,20111,1411265,TECC (Redes Ad Hoc Sem Fio),071526,A,dsc
8,8.5,8,-1,8.2,20111,1411265,TECC (Redes Ad Hoc Sem Fio),082545,A,dsc
7.5,6.5,7.5,-1,7.6,20112,1411282,TECC (Administração de Sistemas),102781,A,dsc
8.5,10,8.5,-1,8.5,20112,1411282,TECC (Administração de Sistemas),082722,A,dsc
10,9.5,9.5,-1,9.7,20112,1411282,TECC (Administração de Sistemas),092341,A,dsc
7,8,9,-1,8.2,20112,1411282,TECC (Administração de Sistemas),051188,A,dsc
9,10,10,-1,9.4,20112,1411282,TECC (Administração de Sistemas),091528,A,dsc
10,8.5,8,-1,8.9,20112,1411282,TECC (Administração de Sistemas),082510,A,dsc
10,9.5,9.5,-1,9.7,20112,1411282,TECC (Administração de Sistemas),082786,A,dsc
9.5,9,8,-1,8.7,20112,1411282,TECC (Administração de Sistemas),081565,A,dsc
6.5,7.5,7.5,-1,7,20112,1411282,TECC (Administração de Sistemas),102620,A,dsc
7.5,9.5,10,-1,8.6,20112,1411282,TECC (Administração de Sistemas),101731,A,dsc
10,9.5,8.5,-1,9.3,20112,1411282,TECC (Administração de Sistemas),10238,A,dsc
9.5,10,9,-1,9.3,20112,1411282,TECC (Administração de Sistemas),071488,A,dsc
9,9,8,-1,8.4,20112,1411282,TECC (Administração de Sistemas),091587,A,dsc
10,10,10,-1,10,20112,1411282,TECC (Administração de Sistemas),082545,A,dsc
9.5,8,8.5,-1,8.9,20112,1411282,TECC (Administração de Sistemas),101329,A,dsc
8.5,8,7.5,-1,7.9,20112,1411282,TECC (Administração de Sistemas),092238,A,dsc
9.5,8.5,8.5,-1,8.8,20112,1411282,TECC (Administração de Sistemas),111597,A,dsc
7.5,8,8.5,-1,7.9,20112,1411282,TECC (Administração de Sistemas),072724,A,dsc
9.5,9,9,-1,9.1,20112,1411282,TECC (Administração de Sistemas),082547,A,dsc
5.3,5.3,5.3,3.5,4.6,20111,1411187,Análise e Técnicas de Algoritmos,09188,R,dsc
7.9,7.9,7.9,-1,7.9,20111,1411187,Análise e Técnicas de Algoritmos,091484,A,dsc
7.8,7.8,7.8,-1,7.8,20111,1411187,Análise e Técnicas de Algoritmos,091710,A,dsc
5.8,5.8,5.8,4.3,5.2,20111,1411187,Análise e Técnicas de Algoritmos,101591,A,dsc
4.2,4.2,4.2,2.5,3.5,20111,1411187,Análise e Técnicas de Algoritmos,101703,R,dsc
2.4,2.4,2.4,-1,2.4,20111,1411187,Análise e Técnicas de Algoritmos,101611,R,dsc
5.9,5.9,5.9,3.6,5,20111,1411187,Análise e Técnicas de Algoritmos,091749,A,dsc
7.9,7.9,7.9,-1,7.9,20111,1411187,Análise e Técnicas de Algoritmos,101559,A,dsc
7.9,7.9,7.9,-1,7.9,20111,1411187,Análise e Técnicas de Algoritmos,082393,A,dsc
7.5,7.5,7.5,-1,7.5,20111,1411187,Análise e Técnicas de Algoritmos,09111,A,dsc
5.4,5.4,5.4,4.5,5,20111,1411187,Análise e Técnicas de Algoritmos,091783,A,dsc
5,5,5,6.6,5.6,20111,1411187,Análise e Técnicas de Algoritmos,091184,A,dsc
6.5,6.5,6.5,3.8,5.4,20111,1411187,Análise e Técnicas de Algoritmos,09151,A,dsc
2.6,2.6,2.6,-1,2.6,20111,1411187,Análise e Técnicas de Algoritmos,081622,R,dsc
6.3,6.3,6.3,4.3,5.5,20111,1411187,Análise e Técnicas de Algoritmos,091272,A,dsc
9.2,9.2,9.2,-1,9.2,20111,1411187,Análise e Técnicas de Algoritmos,091325,A,dsc
9.3,9.3,9.3,-1,9.3,20111,1411187,Análise e Técnicas de Algoritmos,091732,A,dsc
6.2,6.2,6.2,4.3,5.4,20111,1411187,Análise e Técnicas de Algoritmos,091593,A,dsc
9.1,9.1,9.1,-1,9.1,20111,1411187,Análise e Técnicas de Algoritmos,091674,A,dsc
2.4,2.4,2.4,-1,2.4,20111,1411187,Análise e Técnicas de Algoritmos,101356,R,dsc
9.4,9.4,9.4,-1,9.4,20111,1411187,Análise e Técnicas de Algoritmos,091534,A,dsc
4.2,4.2,4.2,-1,2.5,20111,1411187,Análise e Técnicas de Algoritmos,071581,R,dsc
4.7,4.7,4.7,2.8,3.9,20111,1411187,Análise e Técnicas de Algoritmos,111597,R,dsc
7.9,7.9,7.9,-1,7.9,20111,1411187,Análise e Técnicas de Algoritmos,082556,A,dsc
7.1,7.1,7.1,-1,7.1,20111,1411187,Análise e Técnicas de Algoritmos,082722,A,dsc
7,7,7,-1,7,20111,1411187,Análise e Técnicas de Algoritmos,091772,A,dsc
4.6,4.6,4.6,3,4,20111,1411187,Análise e Técnicas de Algoritmos,111100,R,dsc
6.4,6.4,6.4,8,7,20111,1411187,Análise e Técnicas de Algoritmos,082420,A,dsc
9.2,9.2,9.2,-1,9.2,20111,1411187,Análise e Técnicas de Algoritmos,081618,A,dsc
5.5,5.5,5.5,4.5,5.1,20111,1411187,Análise e Técnicas de Algoritmos,09131,A,dsc
7.1,7.1,7.1,-1,7.1,20111,1411187,Análise e Técnicas de Algoritmos,091417,A,dsc
7.1,7.1,7.1,-1,7.1,20111,1411187,Análise e Técnicas de Algoritmos,082640,A,dsc
5.5,5.5,5.5,4.3,5,20111,1411187,Análise e Técnicas de Algoritmos,062646,A,dsc
4.3,4.3,4.3,-1,2.6,20111,1411187,Análise e Técnicas de Algoritmos,07268,R,dsc
4.4,5.5,8.4,6,6.1,20121,1411187,Análise e Técnicas de Algoritmos,091183,A,dsc
6.3,7,9.1,-1,7.5,20121,1411187,Análise e Técnicas de Algoritmos,111716,A,dsc
7.2,7.2,8.5,-1,7.6,20121,1411187,Análise e Técnicas de Algoritmos,101522,A,dsc
5.3,7,9,-1,7.1,20121,1411187,Análise e Técnicas de Algoritmos,112791,A,dsc
6.5,5.2,10,-1,7.2,20121,1411187,Análise e Técnicas de Algoritmos,101703,A,dsc
7.4,7.1,9.5,-1,8,20121,1411187,Análise e Técnicas de Algoritmos,082547,A,dsc
8.4,8.4,9.3,-1,8.7,20121,1411187,Análise e Técnicas de Algoritmos,092715,A,dsc
7.3,8.6,10,-1,8.6,20121,1411187,Análise e Técnicas de Algoritmos,101678,A,dsc
6.1,6.9,9.2,-1,7.4,20121,1411187,Análise e Técnicas de Algoritmos,111597,A,dsc
7.2,5.8,8.4,-1,7.1,20121,1411187,Análise e Técnicas de Algoritmos,101166,A,dsc
5.8,7.1,9,-1,7.3,20121,1411187,Análise e Técnicas de Algoritmos,09289,A,dsc
9.6,6.2,9.8,-1,8.5,20121,1411187,Análise e Técnicas de Algoritmos,082563,A,dsc
6.7,6.7,8.5,-1,7.3,20121,1411187,Análise e Técnicas de Algoritmos,092607,A,dsc
5.9,8.9,4.4,5,5.8,20121,1411187,Análise e Técnicas de Algoritmos,112467,A,dsc
7.1,5.2,7.7,5.5,6.2,20121,1411187,Análise e Técnicas de Algoritmos,12126,A,dsc
7.5,9,10,-1,8.8,20121,1411187,Análise e Técnicas de Algoritmos,101142,A,dsc
8.4,7.7,7.6,-1,7.9,20121,1411187,Análise e Técnicas de Algoritmos,121594,A,dsc
5.8,6.6,9,-1,7.1,20121,1411187,Análise e Técnicas de Algoritmos,111458,A,dsc
7.2,6.8,7,-1,7,20121,1411187,Análise e Técnicas de Algoritmos,111100,A,dsc
8.1,4.8,9.8,-1,7.6,20121,1411187,Análise e Técnicas de Algoritmos,091528,A,dsc
8.2,6.8,10,-1,8.3,20121,1411187,Análise e Técnicas de Algoritmos,101234,A,dsc
8.6,6.1,8.1,-1,7.6,20121,1411187,Análise e Técnicas de Algoritmos,101518,A,dsc
6.1,5.1,6.8,7.2,6.5,20121,1411187,Análise e Técnicas de Algoritmos,082419,A,dsc
6.5,9.2,8.3,-1,8,20121,1411187,Análise e Técnicas de Algoritmos,091236,A,dsc
7.5,4.7,8.8,-1,7,20121,1411187,Análise e Técnicas de Algoritmos,091790,A,dsc
9.2,7.4,6.8,-1,7.8,20121,1411187,Análise e Técnicas de Algoritmos,072196,A,dsc
9.6,5.8,9.3,-1,8.2,20121,1411187,Análise e Técnicas de Algoritmos,092282,A,dsc
9.7,6.8,9.5,-1,8.7,20121,1411187,Análise e Técnicas de Algoritmos,092341,A,dsc
7.3,7.1,9.4,-1,7.9,20121,1411187,Análise e Técnicas de Algoritmos,0921,A,dsc
7,8.4,6.2,-1,7.2,20121,1411187,Análise e Técnicas de Algoritmos,121377,A,dsc
2.8,5,8,5,5.2,20121,1411187,Análise e Técnicas de Algoritmos,111554,A,dsc
9.7,4.6,9.5,-1,7.9,20121,1411187,Análise e Técnicas de Algoritmos,091110,A,dsc
8.9,9.7,10,-1,9.5,20121,1411187,Análise e Técnicas de Algoritmos,101602,A,dsc
6.2,6.2,9.2,-1,7.2,20121,1411187,Análise e Técnicas de Algoritmos,091244,A,dsc
6,6.3,9.5,-1,7.3,20121,1411187,Análise e Técnicas de Algoritmos,071696,A,dsc
7.1,4,8.3,4.5,5.7,20121,1411187,Análise e Técnicas de Algoritmos,0929,A,dsc
7.5,5.4,5.2,4,5.2,20121,1411187,Análise e Técnicas de Algoritmos,072724,A,dsc
6.2,6,8.7,-1,7,20121,1411187,Análise e Técnicas de Algoritmos,07268,A,dsc
7.2,9.2,9.2,-1,8.5,20121,1411187,Análise e Técnicas de Algoritmos,101387,A,dsc
8,8.7,6.4,-1,7.7,20122,1411187,Análise e Técnicas de Algoritmos,091623,A,dsc
7.1,8.9,7.8,-1,7.9,20122,1411187,Análise e Técnicas de Algoritmos,102235,A,dsc
4.8,6.1,5.2,5.8,5.6,20122,1411187,Análise e Técnicas de Algoritmos,121543,A,dsc
8,7,7.2,-1,7.4,20122,1411187,Análise e Técnicas de Algoritmos,102268,A,dsc
3.5,6.2,7,6.8,6.1,20122,1411187,Análise e Técnicas de Algoritmos,12276,A,dsc
3.1,5,7.9,7,6,20122,1411187,Análise e Técnicas de Algoritmos,122199,A,dsc
8.7,9.7,9.7,-1,9.4,20122,1411187,Análise e Técnicas de Algoritmos,122380,A,dsc
5.7,8.1,9.3,-1,7.7,20122,1411187,Análise e Técnicas de Algoritmos,101546,A,dsc
10,9.2,9.4,-1,9.5,20122,1411187,Análise e Técnicas de Algoritmos,101615,A,dsc
7.4,6.6,8.1,-1,7.4,20122,1411187,Análise e Técnicas de Algoritmos,092398,A,dsc
9.4,9,8.6,-1,9,20122,1411187,Análise e Técnicas de Algoritmos,101288,A,dsc
6.9,8,5.4,8.3,7.4,20122,1411187,Análise e Técnicas de Algoritmos,10144,A,dsc
3.8,3.5,7.1,7.5,5.9,20122,1411187,Análise e Técnicas de Algoritmos,101617,A,dsc
3.7,7.3,7.1,6.5,6.2,20122,1411187,Análise e Técnicas de Algoritmos,121214,A,dsc
7.6,8.4,7.5,-1,7.8,20122,1411187,Análise e Técnicas de Algoritmos,102493,A,dsc
6,8.2,7.3,-1,7.2,20122,1411187,Análise e Técnicas de Algoritmos,101453,A,dsc
3.2,6.6,5,6.3,5.5,20122,1411187,Análise e Técnicas de Algoritmos,121443,A,dsc
2.7,6,5.7,5.3,5,20122,1411187,Análise e Técnicas de Algoritmos,092331,A,dsc
7.8,8.5,3.2,5,5.9,20122,1411187,Análise e Técnicas de Algoritmos,101350,A,dsc
9.5,8.5,8.5,-1,8.8,20122,1411187,Análise e Técnicas de Algoritmos,122449,A,dsc
5.2,6.6,6.7,6,6.1,20122,1411187,Análise e Técnicas de Algoritmos,121310,A,dsc
4.6,4.1,5.5,5.5,5,20122,1411187,Análise e Técnicas de Algoritmos,121481,A,dsc
7.3,7.7,7.1,-1,7.4,20122,1411187,Análise e Técnicas de Algoritmos,101673,A,dsc
7.2,4,6.7,7.3,6.5,20122,1411187,Análise e Técnicas de Algoritmos,111491,A,dsc
9.7,9.6,8,-1,9.1,20122,1411187,Análise e Técnicas de Algoritmos,112576,A,dsc
5.8,7.2,8.3,-1,7.1,20122,1411187,Análise e Técnicas de Algoritmos,101148,A,dsc
3.8,5.8,4.8,6.5,5.5,20122,1411187,Análise e Técnicas de Algoritmos,112773,A,dsc
9.4,8.3,8.5,-1,8.7,20122,1411187,Análise e Técnicas de Algoritmos,092754,A,dsc
4.8,8.6,8.1,-1,7.2,20122,1411187,Análise e Técnicas de Algoritmos,111442,A,dsc
6.8,4.2,7.5,6,6.1,20122,1411187,Análise e Técnicas de Algoritmos,12181,A,dsc
8.2,7.8,8,-1,8,20122,1411187,Análise e Técnicas de Algoritmos,122700,A,dsc
9.4,10,9.2,-1,9.5,20122,1411187,Análise e Técnicas de Algoritmos,102102,A,dsc
8.7,5.4,8.1,-1,7.4,20112,1411187,Análise e Técnicas de Algoritmos,101611,A,dsc
7.3,7.4,7.8,-1,7.5,20112,1411187,Análise e Técnicas de Algoritmos,112222,A,dsc
8.2,8,9.1,-1,8.4,20112,1411187,Análise e Técnicas de Algoritmos,092294,A,dsc
5.5,6.7,9.2,-1,7.1,20112,1411187,Análise e Técnicas de Algoritmos,09147,A,dsc
6.3,6.2,9,-1,7.2,20112,1411187,Análise e Técnicas de Algoritmos,091771,A,dsc
6.6,6,5.8,7.5,6.7,20112,1411187,Análise e Técnicas de Algoritmos,082605,A,dsc
6.1,5.8,9,-1,7,20112,1411187,Análise e Técnicas de Algoritmos,082789,A,dsc
7.4,7.1,6.5,-1,7,20112,1411187,Análise e Técnicas de Algoritmos,091470,A,dsc
6.8,6.4,6.6,9.5,7.8,20112,1411187,Análise e Técnicas de Algoritmos,09188,A,dsc
5.7,9.5,10,-1,8.4,20112,1411187,Análise e Técnicas de Algoritmos,091587,A,dsc
8,9.6,9.2,-1,8.9,20112,1411187,Análise e Técnicas de Algoritmos,091223,A,dsc
5.2,5.4,6.3,10,7.4,20112,1411187,Análise e Técnicas de Algoritmos,101356,A,dsc
5.2,4.8,4.8,5.1,5,20112,1411187,Análise e Técnicas de Algoritmos,101757,A,dsc
7.3,6.4,6.1,10,8,20112,1411187,Análise e Técnicas de Algoritmos,091684,A,dsc
9.4,5.5,7.8,-1,7.6,20112,1411187,Análise e Técnicas de Algoritmos,071581,A,dsc
0,0,0,-1,0,20111,1411221,Sistemas de Informações Geográficas,061742,R,dsc
8.7,8.3,8.5,-1,8.5,20111,1411221,Sistemas de Informações Geográficas,072745,A,dsc
7,8,8.5,-1,7.8,20111,1411221,Sistemas de Informações Geográficas,082482,A,dsc
6,9,8.5,-1,7.8,20111,1411221,Sistemas de Informações Geográficas,082121,A,dsc
7.7,9.3,6,-1,7.7,20111,1411221,Sistemas de Informações Geográficas,082640,A,dsc
8.5,9,5,-1,7.5,20111,1411221,Sistemas de Informações Geográficas,071154,A,dsc
9,9.3,10,-1,9.4,20111,1411221,Sistemas de Informações Geográficas,081401,A,dsc
9,9.3,10,-1,9.4,20111,1411221,Sistemas de Informações Geográficas,081507,A,dsc
4.8,8.9,8,-1,7.2,20111,1411221,Sistemas de Informações Geográficas,111682,A,dsc
9,9.7,10,-1,9.6,20111,1411221,Sistemas de Informações Geográficas,081205,A,dsc
9,9.3,8.5,-1,8.9,20111,1411221,Sistemas de Informações Geográficas,082322,A,dsc
6.7,8.2,6,-1,7,20111,1411221,Sistemas de Informações Geográficas,082126,A,dsc
6,9.7,10,-1,8.6,20111,1411221,Sistemas de Informações Geográficas,08196,A,dsc
9,9.7,8.5,-1,9.1,20111,1411221,Sistemas de Informações Geográficas,082539,A,dsc
6.5,8.5,8,-1,7.7,20111,1411221,Sistemas de Informações Geográficas,111204,A,dsc
8.5,9.7,10,-1,9.4,20111,1411221,Sistemas de Informações Geográficas,081125,A,dsc
9,9.3,5,-1,7.8,20111,1411221,Sistemas de Informações Geográficas,062634,A,dsc
2,9.3,5,-1,3.2,20111,1411221,Sistemas de Informações Geográficas,052788,R,dsc
4,8.2,5,5.8,5.7,20111,1411221,Sistemas de Informações Geográficas,062778,A,dsc
7.5,8.7,8.5,-1,8.2,20111,1411221,Sistemas de Informações Geográficas,071581,A,dsc
6,9.3,8,-1,7.8,20111,1411221,Sistemas de Informações Geográficas,101559,A,dsc
6,8.9,8,-1,7.6,20111,1411221,Sistemas de Informações Geográficas,072756,A,dsc
3.7,8.7,8.5,-1,7,20111,1411221,Sistemas de Informações Geográficas,072108,A,dsc
5,8.5,8,-1,7.2,20111,1411221,Sistemas de Informações Geográficas,111100,A,dsc
10,9.3,10,-1,9.8,20111,1411221,Sistemas de Informações Geográficas,081375,A,dsc
8,9.3,10,-1,9.1,20111,1411221,Sistemas de Informações Geográficas,081698,A,dsc
4.5,9.7,10,-1,8.1,20111,1411221,Sistemas de Informações Geográficas,081503,A,dsc
5,8.6,6,7.9,7.1,20111,1411221,Sistemas de Informações Geográficas,082420,A,dsc
5,9.3,10,-1,8.1,20111,1411221,Sistemas de Informações Geográficas,081367,A,dsc
9,9.3,10,-1,9.4,20111,1411221,Sistemas de Informações Geográficas,081552,A,dsc
8.8,9.7,10,-1,9.5,20111,1411221,Sistemas de Informações Geográficas,081625,A,dsc
4.5,8.7,8.5,-1,7.2,20111,1411221,Sistemas de Informações Geográficas,062646,A,dsc
3,8.6,6,5,5.5,20111,1411221,Sistemas de Informações Geográficas,07268,A,dsc
8.5,9,8.5,-1,8.7,20111,1411221,Sistemas de Informações Geográficas,072727,A,dsc
9.5,9.5,9.5,-1,9.5,20121,1411221,Sistemas de Informações Geográficas,092398,A,dsc
8.5,8.5,8.5,-1,8.5,20121,1411221,Sistemas de Informações Geográficas,121319,A,dsc
8.5,5.5,7,-1,7,20121,1411221,Sistemas de Informações Geográficas,091732,A,dsc
9,7,8,-1,8,20121,1411221,Sistemas de Informações Geográficas,081165,A,dsc
9.5,9.5,9.5,-1,9.5,20121,1411221,Sistemas de Informações Geográficas,092754,A,dsc
8.5,5.5,7,-1,7,20121,1411221,Sistemas de Informações Geográficas,091417,A,dsc
8.5,5.5,7,-1,7,20121,1411221,Sistemas de Informações Geográficas,091244,A,dsc
8.5,9,8.8,-1,8.8,20121,1411221,Sistemas de Informações Geográficas,091534,A,dsc
8.5,7,7.8,-1,7.8,20121,1411221,Sistemas de Informações Geográficas,112479,A,dsc
8.5,9,8.8,-1,8.8,20121,1411221,Sistemas de Informações Geográficas,091587,A,dsc
0,0,4,-1,1.3,20121,1411221,Sistemas de Informações Geográficas,111554,R,dsc
6.5,8.5,7.5,-1,7.5,20121,1411221,Sistemas de Informações Geográficas,062557,A,dsc
9,9.5,9.3,-1,9.3,20121,1411221,Sistemas de Informações Geográficas,091771,A,dsc
8.5,8.5,8.5,-1,8.5,20121,1411221,Sistemas de Informações Geográficas,072196,A,dsc
0.5,0.5,0,-1,0.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,10274,R,dme
0,0.5,0,-1,0.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,102489,R,dme
5,2.5,7.5,7.5,6,20111,1109035,Álgebra Vetorial e Geometria Analítica,101439,A,dme
8.5,7.8,7,-1,7.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,11137,A,dme
8.7,6,3.7,3.8,5.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111555,A,dme
7.5,8,5.5,-1,7,20111,1109035,Álgebra Vetorial e Geometria Analítica,111197,A,dme
10,9,6,-1,8.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,111463,A,dme
0,6,1,-1,2.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,102284,R,dme
1,3,0,-1,1.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,102707,R,dme
0.5,0,0,-1,0.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111663,R,dme
7,10,8.8,-1,8.6,20111,1109035,Álgebra Vetorial e Geometria Analítica,11134,A,dme
5,4.3,6.8,4.4,5,20111,1109035,Álgebra Vetorial e Geometria Analítica,101736,A,dme
0.5,0,0,-1,0.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,102124,R,dme
3,3.5,0,-1,2.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,09230,R,dme
7.4,7.5,7.5,-1,7.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111433,A,dme
7.6,3.7,7,5.7,5.9,20111,1109035,Álgebra Vetorial e Geometria Analítica,111509,A,dme
10,10,10,-1,10,20111,1109035,Álgebra Vetorial e Geometria Analítica,111553,A,dme
5,3,0,-1,2.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,102189,R,dme
9,4.2,8.8,-1,7.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,111590,A,dme
8.1,9.7,6.5,-1,8.1,20111,1109035,Álgebra Vetorial e Geometria Analítica,111334,A,dme
2.5,4.5,0.7,-1,2.6,20111,1109035,Álgebra Vetorial e Geometria Analítica,111213,R,dme
6,5.1,0.9,-1,2.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,111689,R,dme
0.5,0.5,0,-1,0.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,111582,R,dme
3.5,4.2,5.8,5.8,5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111382,A,dme
4,8.5,6.6,6.5,6.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,111415,A,dme
2,4.5,0,-1,2.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,092337,R,dme
0.5,0.5,0,-1,0.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,111355,R,dme
3,2,0,-1,1.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,102747,R,dme
6.5,4,2,1,2.9,20111,1109035,Álgebra Vetorial e Geometria Analítica,102376,R,dme
3.5,1,4,-1,2.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,102744,R,dme
2,6.5,0,-1,2.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,102635,R,dme
0.5,2.5,0,-1,1,20111,1109035,Álgebra Vetorial e Geometria Analítica,102309,R,dme
2,2.2,2.2,-1,2.1,20111,1109035,Álgebra Vetorial e Geometria Analítica,111198,R,dme
8.8,8.2,6.2,-1,7.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,111735,A,dme
7.8,4.5,6.7,6.8,6.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111585,A,dme
6,3.5,4.3,5.6,5,20111,1109035,Álgebra Vetorial e Geometria Analítica,11155,A,dme
8,9.7,8.8,-1,8.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,111562,A,dme
2.5,4,5.5,2.8,3.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111532,R,dme
5.2,9.5,5,-1,4,20111,1109035,Álgebra Vetorial e Geometria Analítica,111324,R,dme
2,6.5,2,-1,3.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,092173,R,dme
6.7,4.3,4.4,6.7,5.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,101227,A,dme
4,7,4,8.5,6.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,111379,A,dme
5.5,3,10,6,6.1,20111,1109035,Álgebra Vetorial e Geometria Analítica,111384,A,dme
2.5,2,0,-1,1.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111762,R,dme
3,5,1,-1,3,20111,1109035,Álgebra Vetorial e Geometria Analítica,111431,R,dme
7,4.5,3.5,7,5.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,102430,A,dme
8.1,9.3,4.2,-1,7.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111241,A,dme
6.5,2,6,5.5,5.1,20111,1109035,Álgebra Vetorial e Geometria Analítica,102483,A,dme
2.5,5.5,4,6.5,5,20111,1109035,Álgebra Vetorial e Geometria Analítica,102182,A,dme
0,3,0.5,-1,1.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,102672,R,dme
2.6,3,4,-1,3.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111186,R,dme
8.8,6.5,8.5,-1,7.9,20111,1109035,Álgebra Vetorial e Geometria Analítica,111370,A,dme
2.5,3,0,-1,1.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,111258,R,dme
9,10,7.8,-1,8.9,20111,1109035,Álgebra Vetorial e Geometria Analítica,111787,A,dme
7.7,6.5,7,-1,7.1,20111,1109035,Álgebra Vetorial e Geometria Analítica,101216,A,dme
0.5,0.5,0,-1,0.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,111435,R,dme
0.5,0.5,2,-1,1,20111,1109035,Álgebra Vetorial e Geometria Analítica,111255,R,dme
9.7,10,9.5,-1,9.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,111542,A,dme
0,2.5,0,-1,0.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,102596,R,dme
1,3.5,0,-1,1.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,102301,R,dme
6,6.5,10,-1,7.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111458,A,dme
0.5,0,0,-1,0.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111395,R,dme
4,6.7,6.7,6.2,6,20111,1109035,Álgebra Vetorial e Geometria Analítica,111653,A,dme
2.5,4.3,3.5,-1,3.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,111263,R,dme
2,3,4.5,-1,3.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,11146,R,dme
9,10,8.5,-1,9.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111243,A,dme
2.5,0.5,3.3,-1,2.1,20111,1109035,Álgebra Vetorial e Geometria Analítica,111129,R,dme
10,8.8,10,-1,9.6,20111,1109035,Álgebra Vetorial e Geometria Analítica,111713,A,dme
1,0,0,-1,0.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,102141,R,dme
0.5,0.8,0,-1,0.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,101260,R,dme
8.5,2.5,1.5,2.5,3.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111477,R,dme
1.5,2,2,-1,1.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,11161,R,dme
10,4.3,8.7,-1,7.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,111212,A,dme
8.9,8.3,5.2,-1,7.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111588,A,dme
6,6.7,2.5,5.3,5.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111312,A,dme
8.8,10,9.5,-1,9.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,111671,A,dme
6.5,8.5,10,-1,8.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,111147,A,dme
1,0.5,0.5,-1,0.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,111306,R,dme
2,4.2,5.8,3.7,3.9,20111,1109035,Álgebra Vetorial e Geometria Analítica,111359,R,dme
1,7.5,7,9.5,6.9,20111,1109035,Álgebra Vetorial e Geometria Analítica,111413,A,dme
5.5,2.3,2.5,-1,3.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,111194,R,dme
3.5,2,1,-1,2.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111630,R,dme
4,2,4,-1,3.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,102113,R,dme
1.5,2,0,-1,1.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,102267,R,dme
7.5,5,3,6.5,5.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,102750,A,dme
