matricula,Projeto em Computação II,Álgebra Linear,Álgebra Vetorial e Geometria Analítica,Análise e Técnicas de Algoritmos,Avaliação de Desempenho de Sistemas Discretos,Banco de Dados I,Banco de Dados II,Cálculo Diferencial e Integral I,Cálculo Diferencial e Integral II,Compiladores,Direito e Cidadania,Engenharia de Software I,Estruturas de Dados e Algoritmos,Fundamentos de Física Clássica,Fundamentos de Física Moderna,Gerência da Informação,Informática e Sociedade,Inteligência Artificial I,Interconexão de Redes de Computadores,Introdução à Computação,Lab. de Engenharia de Software,Lab. de Estruturas de Dados e Algoritmos,Lab. de Interconexão de Redes de Computadores,Lab. de Organização e Arquitetura de Computadores,Lab. de Programação I,Lab. de Programação II,Leitura e Produção de Textos,Lógica Matemática,Matemática Discreta,Metodologia Científica,Métodos e Software Numéricos,Métodos Estatísticos,Organização e Arquitetura de Computadores,Paradigmas de Linguagem de Programação,Probabilidade e Estatística,Programação I,Programação II,Projeto em Computação I,Redes de Computadores,Sistemas de Informação I,Sistemas de Informação II,Sistemas Operacionais,Teoria da Computação,Teoria dos Grafos,
109210299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
110210580,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,9.0,NA,NA,5.2,NA,2.6,9.3,NA,NA,NA,NA,NA,NA,NA,7.0,0.4,NA,NA,0.0,NA,NA,NA,NA,NA,NA,7.2,0.7,NA,NA,NA,NA,NA,NA,3.8,
109210051,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109110801,NA,2.8,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,5.0,NA,NA,NA,8.3,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,5.3,NA,
109110800,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109110806,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,7.0,NA,NA,NA,9.8,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,3.6,NA,
110110090,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.7,NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,5.0,NA,NA,6.3,NA,NA,NA,NA,NA,3.9,NA,5.4,NA,NA,NA,NA,NA,5.3,7.1,
110150173,NA,0.7,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,5.1,5.1,NA,4.2,7.6,NA,NA,NA,NA,5.5,NA,NA,NA,5.0,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,6.6,
110210113,NA,NA,5.8,NA,NA,NA,NA,7.4,NA,NA,10.0,NA,NA,1.4,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,7.4,3.2,NA,NA,5.0,NA,NA,NA,NA,NA,NA,7.6,4.0,NA,NA,NA,NA,NA,NA,3.5,
110210111,NA,0.0,5.1,NA,NA,NA,NA,7.8,5.1,NA,9.8,NA,NA,2.9,NA,3.1,8.0,NA,NA,9.1,NA,NA,NA,NA,NA,2.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,6.2,
112110920,NA,5.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,5.8,NA,
111210748,NA,0.5,NA,NA,NA,2.3,NA,NA,0.0,NA,NA,NA,NA,1.8,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,
111110922,NA,3.3,5.8,NA,NA,NA,NA,1.4,1.8,NA,NA,NA,5.2,7.0,NA,5.1,NA,NA,NA,7.2,NA,5.0,NA,NA,5.9,5.0,NA,6.1,5.5,NA,NA,NA,NA,NA,NA,5.8,5.0,NA,NA,NA,NA,NA,5.4,8.2,
110210118,NA,0.3,NA,NA,NA,NA,NA,7.0,1.2,NA,NA,NA,NA,3.7,NA,0.0,8.8,NA,NA,8.1,NA,NA,NA,NA,5.5,0.2,NA,NA,6.1,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,2.4,
110210391,NA,7.0,NA,NA,NA,7.0,NA,5.0,2.0,NA,8.5,NA,5.0,5.0,NA,6.4,9.0,NA,NA,NA,NA,5.6,NA,NA,NA,7.2,NA,5.7,5.0,NA,NA,NA,NA,6.4,NA,NA,7.0,NA,NA,7.3,NA,NA,5.0,7.5,
110210392,NA,1.7,NA,NA,NA,NA,NA,5.0,0.3,NA,NA,NA,NA,3.3,NA,2.8,8.7,NA,NA,NA,NA,NA,NA,NA,5.0,1.7,NA,NA,3.9,NA,NA,NA,NA,NA,NA,5.0,1.4,NA,NA,NA,NA,NA,NA,5.8,
111110905,NA,1.8,6.0,NA,NA,NA,NA,5.0,2.5,NA,10.0,NA,5.1,6.5,NA,5.0,8.8,NA,NA,5.5,NA,5.1,NA,NA,5.0,3.6,NA,NA,3.8,NA,NA,NA,NA,NA,NA,5.1,3.6,NA,NA,NA,NA,NA,NA,3.8,
111210872,NA,NA,7.3,NA,NA,NA,NA,5.2,7.4,NA,NA,NA,7.6,7.3,NA,5.3,NA,NA,NA,7.7,NA,8.7,NA,NA,8.7,8.4,7.7,NA,7.6,NA,NA,NA,NA,NA,NA,8.6,8.9,NA,NA,NA,NA,NA,NA,7.2,
111110926,NA,NA,1.9,NA,NA,NA,NA,5.6,0.2,NA,10.0,NA,5.7,NA,NA,5.0,NA,NA,NA,7.3,NA,5.8,NA,NA,7.0,7.0,NA,NA,5.0,NA,NA,NA,NA,NA,NA,7.1,7.5,NA,NA,7.1,NA,NA,5.6,8.8,
111110900,NA,2.9,5.0,NA,NA,NA,NA,5.9,3.0,NA,9.0,NA,NA,7.6,NA,5.5,NA,NA,NA,8.6,NA,NA,NA,NA,7.3,2.8,NA,NA,4.5,NA,NA,NA,NA,NA,NA,7.3,7.1,NA,NA,NA,NA,NA,NA,7.8,
111110941,NA,0.0,7.0,NA,NA,NA,NA,6.0,1.6,NA,NA,NA,7.0,5.3,NA,6.6,NA,NA,NA,8.3,NA,7.0,NA,NA,8.3,7.0,NA,6.7,8.1,NA,NA,NA,NA,NA,NA,8.2,6.8,NA,NA,NA,NA,NA,7.6,7.5,
110210093,NA,3.5,NA,NA,NA,NA,NA,5.2,1.8,NA,9.8,NA,5.0,3.7,NA,5.9,8.7,NA,NA,NA,NA,5.1,NA,NA,NA,5.8,NA,NA,5.0,NA,NA,NA,NA,NA,1.3,NA,7.5,NA,NA,NA,NA,NA,2.5,8.7,
111110908,NA,6.5,6.4,NA,NA,NA,NA,7.0,NA,NA,7.5,NA,NA,0.0,NA,NA,8.5,NA,NA,7.3,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,
111210426,NA,0.0,5.1,NA,NA,NA,NA,5.4,3.3,NA,NA,NA,NA,7.9,NA,NA,8.5,NA,NA,7.0,NA,NA,NA,NA,6.2,4.6,7.7,NA,6.3,NA,NA,NA,NA,NA,NA,6.4,5.0,NA,NA,NA,NA,NA,NA,7.3,
110110122,NA,2.9,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,0.0,NA,NA,7.3,
111110063,NA,NA,5.2,NA,NA,NA,NA,5.4,0.0,NA,NA,NA,7.6,7.0,NA,7.9,NA,NA,NA,5.9,NA,7.0,NA,NA,7.2,0.0,NA,NA,2.9,NA,NA,NA,NA,NA,NA,7.0,0.0,NA,NA,NA,NA,NA,NA,7.6,
111150551,NA,3.4,8.3,NA,NA,NA,NA,5.4,0.2,NA,NA,NA,7.0,7.8,NA,5.0,NA,NA,NA,8.7,NA,7.0,NA,NA,8.1,6.7,NA,7.0,7.5,NA,NA,NA,NA,NA,NA,8.2,7.1,NA,NA,NA,NA,NA,7.6,5.0,
111210056,NA,NA,7.7,NA,NA,NA,NA,7.5,NA,NA,NA,NA,7.6,7.5,NA,8.1,NA,NA,NA,6.4,NA,8.1,NA,NA,8.9,6.0,8.7,NA,7.6,NA,NA,NA,NA,NA,4.6,8.8,8.5,NA,NA,NA,NA,NA,NA,8.3,
110210495,NA,NA,5.0,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,0.8,NA,3.7,7.8,NA,NA,NA,NA,NA,NA,NA,5.9,2.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,5.8,2.6,NA,NA,NA,NA,NA,NA,3.4,
111210445,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,10.0,NA,6.6,9.2,NA,5.6,8.8,NA,NA,NA,NA,6.0,NA,NA,8.3,6.4,8.7,NA,6.8,NA,NA,NA,NA,NA,3.3,8.2,7.9,NA,NA,NA,NA,NA,NA,8.3,
111150493,NA,0.7,6.9,NA,NA,NA,NA,5.2,0.5,NA,8.7,NA,3.1,3.8,NA,3.5,NA,NA,NA,9.0,NA,3.3,NA,NA,5.6,4.7,NA,NA,7.1,NA,NA,NA,NA,NA,NA,5.7,4.3,NA,NA,NA,NA,NA,NA,3.9,
112150736,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,3.2,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,6.8,
111110080,NA,5.0,6.2,NA,NA,NA,NA,2.9,5.0,NA,NA,NA,7.0,0.7,NA,7.0,8.2,NA,NA,8.6,NA,7.5,NA,NA,8.8,5.8,NA,6.3,5.2,NA,NA,NA,NA,NA,NA,8.6,7.7,NA,NA,7.9,NA,NA,7.0,8.9,
112150443,NA,5.9,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,8.0,NA,
110210046,NA,2.0,NA,NA,NA,NA,NA,8.7,5.0,NA,9.8,NA,NA,0.0,NA,0.0,8.0,NA,NA,NA,NA,NA,NA,NA,8.1,2.1,NA,NA,3.9,NA,NA,NA,NA,NA,NA,8.1,5.0,NA,NA,NA,NA,NA,NA,7.5,
111210452,NA,NA,6.9,NA,NA,NA,NA,6.0,6.4,NA,NA,NA,7.7,9.2,NA,5.5,9.0,NA,NA,7.4,NA,7.5,NA,NA,8.7,6.6,8.7,NA,7.9,NA,NA,NA,NA,NA,NA,8.6,8.0,NA,NA,NA,NA,NA,NA,7.0,
110210041,NA,0.2,NA,NA,NA,NA,NA,5.3,1.3,NA,NA,NA,5.0,4.2,NA,7.2,8.8,NA,NA,NA,NA,5.0,NA,NA,NA,5.0,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,2.4,7.2,
111210410,NA,NA,5.9,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,7.3,7.5,7.8,NA,7.1,NA,NA,NA,NA,NA,NA,8.2,7.8,NA,NA,NA,NA,NA,NA,7.9,
111210411,NA,NA,7.9,NA,NA,NA,NA,6.4,NA,NA,NA,NA,5.9,2.4,NA,6.9,8.5,NA,NA,8.4,NA,5.2,NA,NA,8.7,8.4,8.3,NA,7.5,NA,NA,NA,NA,NA,1.1,8.7,8.5,NA,NA,NA,NA,NA,6.1,7.3,
111210414,NA,NA,7.0,NA,NA,NA,NA,5.0,1.3,NA,NA,NA,6.6,4.3,NA,5.0,NA,NA,NA,9.1,NA,6.4,NA,NA,8.3,6.2,8.3,NA,7.3,NA,NA,NA,NA,NA,NA,8.2,7.0,NA,NA,NA,NA,NA,NA,8.3,
111210655,NA,2.7,NA,NA,NA,NA,NA,6.0,2.8,NA,NA,NA,6.1,4.4,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,7.0,NA,7.1,NA,
110210107,NA,0.0,NA,NA,NA,NA,NA,5.2,0.5,NA,9.8,NA,NA,2.8,NA,4.0,NA,NA,NA,8.3,NA,NA,NA,NA,8.7,2.2,NA,NA,6.1,NA,NA,NA,NA,NA,NA,8.6,1.7,NA,NA,NA,NA,NA,NA,5.1,
110210108,NA,NA,2.8,NA,NA,NA,NA,6.2,0.0,NA,9.0,NA,3.8,0.0,NA,5.2,8.4,NA,NA,NA,NA,4.2,NA,NA,NA,7.8,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,5.5,
110110979,NA,5.1,NA,NA,NA,NA,NA,6.2,3.0,NA,NA,NA,2.5,0.7,NA,0.0,7.3,NA,NA,NA,NA,2.8,NA,NA,NA,6.4,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,0.5,7.5,
111110931,NA,3.8,6.0,NA,NA,NA,NA,7.6,5.0,NA,NA,NA,7.1,6.6,NA,7.5,8.8,NA,NA,8.4,NA,6.5,NA,NA,7.0,3.7,8.7,NA,5.9,NA,NA,NA,NA,NA,NA,7.0,4.7,NA,NA,NA,NA,NA,NA,6.0,
110210384,NA,NA,7.0,NA,NA,NA,NA,6.6,NA,NA,7.8,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,0.7,NA,NA,0.0,NA,NA,NA,NA,NA,NA,7.1,1.9,NA,NA,NA,NA,NA,NA,5.0,
111210401,NA,NA,6.6,NA,NA,NA,NA,5.0,3.3,NA,NA,NA,7.0,0.5,NA,7.5,9.0,NA,NA,9.3,NA,7.0,NA,NA,7.5,8.0,8.3,NA,6.5,NA,NA,NA,NA,NA,NA,7.4,8.1,NA,NA,NA,NA,NA,NA,8.0,
110110077,NA,3.6,NA,NA,NA,NA,NA,5.0,4.0,NA,NA,NA,1.3,1.0,NA,6.5,NA,NA,NA,NA,NA,0.0,NA,NA,NA,5.0,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,3.7,NA,NA,5.1,7.2,
110210385,NA,NA,5.2,NA,NA,NA,NA,1.7,NA,NA,NA,NA,3.8,NA,NA,0.0,8.2,NA,NA,NA,NA,4.0,NA,NA,NA,5.1,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,7.0,
111110118,NA,5.0,7.0,NA,NA,NA,NA,6.0,2.0,NA,8.0,NA,5.1,7.2,NA,5.8,NA,NA,NA,9.0,NA,5.1,NA,NA,8.6,7.7,NA,5.6,7.9,NA,NA,NA,NA,NA,NA,8.5,9.4,NA,NA,NA,NA,NA,8.0,7.0,
111110119,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,3.0,4.1,NA,NA,5.4,NA,NA,NA,NA,NA,NA,3.2,5.0,NA,NA,NA,NA,NA,7.0,5.7,
111110114,NA,7.4,9.6,NA,NA,NA,NA,7.2,3.0,NA,NA,NA,7.8,0.8,NA,7.4,NA,NA,NA,9.9,NA,7.1,NA,NA,9.0,7.7,NA,8.2,5.1,NA,NA,NA,NA,7.0,6.0,8.9,8.5,NA,NA,NA,NA,NA,7.0,8.4,
111210400,NA,NA,8.3,NA,NA,NA,NA,7.0,5.8,NA,NA,NA,7.0,6.4,NA,7.4,NA,NA,NA,8.2,NA,7.8,NA,NA,9.2,7.3,8.8,NA,7.8,NA,NA,NA,NA,NA,NA,9.1,7.9,NA,NA,NA,NA,NA,8.0,7.4,
111110919,NA,0.0,5.0,NA,NA,NA,NA,5.7,5.0,NA,NA,NA,5.7,3.7,NA,NA,NA,NA,NA,7.7,NA,7.1,NA,NA,8.0,7.0,NA,5.3,5.2,NA,NA,NA,NA,NA,NA,7.9,8.3,NA,NA,NA,NA,NA,5.5,9.0,
111110064,NA,5.0,7.1,NA,NA,NA,NA,5.8,5.0,NA,NA,NA,6.1,6.4,NA,5.2,8.5,NA,NA,8.1,NA,6.3,NA,NA,7.1,3.7,7.5,NA,5.9,NA,NA,NA,NA,NA,NA,7.0,4.0,NA,NA,NA,NA,NA,NA,6.2,
111210442,NA,NA,8.0,NA,NA,NA,NA,6.0,5.9,NA,NA,NA,6.3,0.0,NA,5.3,NA,NA,NA,7.6,NA,7.5,NA,NA,8.4,7.7,8.7,NA,7.0,NA,NA,NA,NA,NA,NA,8.3,7.9,NA,NA,NA,NA,NA,5.8,8.5,
110210053,NA,5.8,NA,NA,NA,NA,NA,5.0,0.3,NA,9.8,NA,6.4,4.6,NA,5.6,NA,NA,NA,NA,NA,6.5,NA,NA,8.8,2.8,NA,NA,7.3,NA,NA,NA,NA,NA,NA,8.8,4.6,NA,NA,NA,NA,NA,8.4,7.3,
111210943,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,7.6,NA,NA,NA,NA,2.6,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,
110210078,NA,6.7,NA,NA,NA,NA,NA,5.2,1.3,NA,NA,NA,5.1,2.5,NA,4.1,8.3,NA,NA,NA,NA,5.2,NA,NA,NA,7.0,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,3.1,7.9,
112110100,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,
111210428,NA,NA,2.8,NA,NA,NA,NA,1.7,0.0,NA,NA,NA,NA,NA,NA,4.6,8.5,NA,NA,7.4,NA,NA,NA,NA,6.0,5.5,8.3,NA,3.3,NA,NA,NA,NA,NA,NA,6.0,5.1,NA,NA,NA,NA,NA,NA,7.0,
111150282,NA,NA,6.4,NA,NA,NA,NA,5.0,2.8,NA,NA,NA,NA,0.8,NA,0.0,NA,NA,NA,7.6,NA,NA,NA,NA,5.2,3.8,NA,NA,5.0,NA,NA,NA,NA,NA,NA,5.3,3.4,NA,NA,NA,NA,NA,1.9,6.0,
111150283,NA,5.3,6.1,NA,NA,NA,NA,5.2,0.6,NA,9.3,NA,7.3,5.1,NA,5.1,NA,NA,NA,8.6,NA,7.3,NA,NA,8.2,7.0,NA,7.2,5.3,NA,NA,NA,NA,NA,NA,8.2,8.6,NA,NA,7.0,NA,NA,6.6,7.0,
110210059,NA,2.4,NA,NA,NA,NA,NA,5.3,0.0,NA,NA,NA,5.4,4.1,NA,7.0,9.8,NA,NA,NA,NA,5.5,NA,NA,NA,5.0,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,6.1,8.3,
110210058,NA,4.4,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,2.5,3.2,NA,3.7,7.9,NA,NA,NA,NA,2.9,NA,NA,7.1,4.6,NA,NA,3.0,NA,NA,NA,NA,NA,NA,7.2,6.5,NA,NA,NA,NA,NA,NA,5.8,
112110069,NA,NA,NA,NA,NA,5.0,1.9,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,6.7,NA,
111210422,NA,NA,8.8,NA,NA,NA,NA,7.0,NA,NA,NA,NA,7.8,7.5,NA,7.8,NA,NA,NA,7.6,NA,8.4,NA,NA,8.5,7.2,8.2,NA,8.1,NA,NA,NA,NA,NA,5.0,8.3,7.5,NA,NA,NA,NA,NA,NA,9.4,
111210407,NA,NA,5.7,NA,NA,NA,NA,1.0,5.2,NA,NA,NA,NA,7.3,NA,5.5,NA,NA,NA,7.1,NA,NA,NA,NA,7.7,7.6,7.3,NA,7.5,NA,NA,NA,NA,NA,NA,7.6,7.8,NA,NA,NA,NA,NA,NA,7.0,
109210474,NA,0.0,8.8,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,6.4,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,8.3,
111110120,NA,0.0,5.2,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,0.0,NA,NA,8.5,NA,NA,7.1,NA,NA,NA,NA,6.5,0.1,7.5,NA,2.8,NA,NA,NA,NA,NA,NA,6.5,0.3,NA,NA,NA,NA,NA,NA,5.3,
111210050,NA,NA,7.3,NA,NA,NA,NA,3.2,NA,NA,NA,NA,6.3,NA,NA,5.5,8.5,NA,NA,8.0,NA,8.4,NA,NA,7.2,7.4,8.0,NA,7.1,NA,NA,NA,NA,NA,NA,7.1,7.6,NA,NA,NA,NA,NA,5.5,8.3,
112110055,NA,NA,7.9,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,8.2,7.8,8.3,NA,6.8,NA,NA,NA,NA,NA,NA,8.3,8.2,NA,NA,NA,NA,NA,NA,7.0,
111210451,NA,NA,6.0,NA,NA,NA,NA,0.5,NA,NA,NA,NA,5.9,3.5,NA,5.0,9.0,NA,NA,5.2,NA,6.2,NA,NA,7.2,7.0,8.3,NA,5.8,NA,NA,NA,NA,NA,NA,7.2,7.6,NA,NA,NA,NA,NA,NA,7.5,
112210781,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112210780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2.4,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
111210391,NA,NA,6.6,NA,NA,NA,NA,2.5,NA,NA,NA,NA,3.6,5.1,NA,4.0,NA,NA,NA,7.7,NA,2.5,NA,NA,7.6,6.4,8.0,NA,5.7,NA,NA,NA,NA,NA,NA,7.4,7.1,NA,NA,NA,NA,NA,NA,7.5,
112110929,NA,NA,8.9,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,9.0,9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,8.9,9.3,NA,NA,NA,NA,NA,NA,7.7,
112110101,NA,NA,5.8,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,8.1,7.2,7.5,NA,5.0,NA,NA,NA,NA,NA,NA,8.1,7.3,NA,NA,NA,NA,NA,NA,7.9,
112110020,NA,NA,8.1,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,7.0,7.5,9.0,NA,5.5,NA,NA,NA,NA,NA,NA,6.9,7.3,NA,NA,NA,NA,NA,NA,8.3,
112110025,NA,NA,7.5,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,7.9,NA,NA,8.0,NA,NA,8.7,NA,NA,NA,NA,9.7,NA,8.8,NA,7.7,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,
112110024,NA,NA,6.3,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,7.0,5.3,8.0,NA,7.0,NA,NA,NA,NA,NA,NA,7.1,5.3,NA,NA,NA,NA,NA,NA,3.2,
111210079,NA,NA,5.8,NA,NA,NA,NA,2.0,NA,NA,NA,NA,7.1,NA,NA,7.4,9.0,NA,NA,8.7,NA,7.9,NA,NA,7.5,8.1,9.0,NA,8.3,NA,NA,NA,NA,NA,NA,7.5,8.3,NA,NA,NA,NA,NA,NA,9.5,
112110940,NA,NA,8.8,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,9.1,8.2,9.0,NA,7.6,NA,NA,NA,NA,NA,NA,9.0,8.2,NA,NA,NA,NA,NA,NA,7.0,
112110941,NA,NA,5.6,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,6.5,8.4,9.5,NA,7.5,NA,NA,NA,NA,NA,NA,6.4,7.8,NA,NA,NA,NA,NA,NA,5.5,
112110945,NA,NA,8.6,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,8.7,9.5,9.7,NA,9.5,NA,NA,NA,NA,NA,NA,8.8,9.4,NA,NA,NA,NA,NA,NA,9.5,
112210431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112110949,NA,NA,7.3,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,8.3,7.4,9.0,NA,7.9,NA,NA,NA,NA,NA,NA,8.2,8.1,NA,NA,NA,NA,NA,NA,7.4,
112110039,NA,NA,8.7,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,8.5,7.2,9.0,NA,4.2,NA,NA,NA,NA,NA,NA,8.5,7.0,NA,NA,NA,NA,NA,NA,NA,
112190146,NA,NA,7.0,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,7.3,7.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,7.2,7.2,NA,NA,NA,NA,NA,NA,7.1,
111210951,NA,NA,6.5,NA,NA,NA,NA,1.4,NA,NA,NA,NA,7.0,6.3,NA,6.7,8.5,NA,NA,9.0,NA,7.5,NA,NA,8.4,8.1,8.3,NA,5.6,NA,NA,NA,NA,NA,NA,8.2,7.7,NA,NA,NA,NA,NA,NA,8.0,
